site;quadrat;year;percentCover_all;percentCover_macroalgae;percentCover_CTB;Orbicella;Montastrea_cavernosa;Agaricia;Colpophyllia;Dendrogyra;Dichocoenia;Diploria;Eusmilia;Favia;Madracis;Meandrina;Mussa;Porites;Stephanocoenia;Siderastrea;Manicina;Mycetopohyllia;Acropora;Isophyllia;Scolymia;Millepora
White Point;12;2011;6.49;8.11;44.86;0.00;0.00;0.00;0.00;0.00;0.00;0.54;0.00;0.00;0.00;3.24;0.00;0.00;0.00;2.70;0.00;0.00;0.00;0.00;0.00;999
White Point;13;2011;1.06;11.11;81.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.06;0.00;0.00;0.00;0.00;0.00;999
White Point;14;2011;0.00;24.10;61.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
White Point;15;2011;1.58;11.05;81.58;0.00;0.00;1.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
White Point;16;2011;16.58;17.62;47.67;13.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
White Point;17;2011;0.00;3.08;93.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
White Point;18;2011;0.52;4.17;89.06;0.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
White Point;19;2011;7.98;5.85;81.91;0.00;2.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.79;0.00;0.53;0.00;0.00;0.00;0.00;0.00;999
White Point;20;2011;6.32;21.58;71.05;0.00;1.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.68;0.00;1.05;0.00;0.00;0.00;0.00;0.00;999
White Point;21;2011;4.08;12.24;83.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
White Point;22;2011;16.23;7.33;64.92;0.00;3.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.57;0.00;0.00;0.00;0.00;0.00;999
White Point;23;2011;1.56;16.67;75.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;1.04;0.00;0.00;0.00;0.00;0.00;999
White Point;24;2011;3.13;22.40;67.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.13;0.00;0.00;0.00;0.00;0.00;999
White Point;25;2011;0.00;16.15;80.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
White Point;26;2011;0.52;15.10;77.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.00;0.00;0.00;999
White Point;27;2011;7.98;13.30;70.74;0.00;0.00;0.00;1.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.53;0.00;5.85;0.00;0.00;0.00;0.00;0.00;999
White Point;28;2011;10.47;20.42;65.97;6.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.14;0.00;0.52;0.00;0.00;0.00;0.00;0.00;999
White Point;29;2011;3.13;21.88;56.77;0.00;0.00;0.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;2.08;0.00;0.00;0.00;0.00;0.00;999
White Point;30;2011;5.67;26.80;65.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.00;5.15;0.00;0.00;0.00;0.00;0.00;999
White Point;31;2011;11.79;17.44;62.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.79;0.00;0.00;0.00;0.00;0.00;999
White Point;32;2011;13.47;20.73;61.66;0.00;0.00;0.00;0.00;0.00;0.00;3.11;0.00;0.00;0.00;0.00;0.00;0.52;0.00;9.84;0.00;0.00;0.00;0.00;0.00;999
White Point;33;2011;2.54;24.87;62.94;2.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
White Point;34;2011;0.00;20.43;75.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
White Point;35;2011;5.13;18.97;74.36;3.59;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.03;0.00;0.00;0.00;0.00;0.00;999
White Point;36;2011;1.58;8.95;87.37;0.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.53;0.00;0.00;0.00;0.00;0.00;999
White Point;37;2011;2.15;6.45;65.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.61;0.00;0.00;0.00;0.54;0.00;0.00;0.00;0.00;0.00;999
White Point;38;2011;9.33;5.70;79.79;0.00;0.00;1.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.77;0.00;0.00;0.00;0.00;0.00;999
White Point;39;2011;2.03;11.68;78.17;0.00;0.00;0.00;0.00;0.00;0.00;1.02;0.00;0.00;0.00;0.00;0.00;0.51;0.00;0.51;0.00;0.00;0.00;0.00;0.00;999
White Point;40;2011;1.04;18.75;75.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.04;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;1;2012;4.55;29.80;32.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;2;2012;1.02;34.52;41.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;3;2012;3.00;33.00;57.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;4;2012;1.50;5.50;48.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.50;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;5;2012;0.00;20.10;48.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;6;2012;2.00;14.50;44.00;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.50;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;7;2012;2.53;10.10;62.12;0.00;0.00;2.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;8;2012;5.00;40.00;33.50;0.00;0.00;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;1.00;3.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;9;2012;13.50;27.00;40.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.50;0.00;10.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;10;2012;7.04;41.21;40.20;0.00;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.01;0.00;5.03;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;11;2012;1.00;22.00;56.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;12;2012;3.50;12.50;72.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;1.50;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;13;2012;0.53;18.00;66.50;5.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;14;2012;9.55;30.15;43.22;0.00;0.00;3.52;0.00;0.00;0.00;2.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.02;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;15;2012;7.11;12.69;49.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.11;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;16;2012;15.66;15.66;54.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.07;0.51;8.08;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;17;2012;3.17;3.50;71.00;6.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.50;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;18;2012;1.02;1.02;75.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.02;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;19;2012;0.00;21.94;54.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;20;2012;3.52;4.02;42.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;21;2012;0.00;11.50;33.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;22;2012;0.00;5.56;73.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;23;2012;8.08;10.10;44.95;0.00;3.03;3.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.52;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;24;2012;7.11;5.08;31.98;0.00;5.08;2.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;25;2012;1.50;2.00;29.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.50;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;26;2012;4.57;7.61;48.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.06;0.00;0.51;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;27;2012;12.06;10.55;43.22;0.00;3.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.04;0.00;1.01;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;28;2012;2.50;14.50;56.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;29;2012;0.50;1.00;84.00;0.00;0.00;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;30;2012;23.00;19.50;50.00;0.00;0.00;0.50;0.00;0.00;4.50;4.50;0.00;0.00;0.00;0.00;0.00;7.00;0.00;11.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;31;2012;1.00;1.50;90.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;32;2012;21.03;14.14;41.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.05;0.00;0.00;9.09;0.00;6.57;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;33;2012;13.48;10.55;35.68;10.55;7.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.01;0.00;0.00;1.01;0.00;2.51;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;34;2012;14.00;11.50;57.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;35;2012;23.50;9.50;63.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;36;2012;0.51;0.00;48.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;37;2012;4.57;3.55;59.39;0.00;0.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;38;2012;41.50;1.50;40.00;0.00;0.00;0.00;0.00;39.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.50;0.00;1.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;39;2012;19.60;1.01;11.56;0.00;0.00;0.00;0.00;17.09;0.00;0.00;0.00;0.00;2.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;40;2012;70.68;0.00;8.50;4.50;0.00;0.00;0.00;67.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;41;2012;1.00;0.00;99.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;42;2012;33.50;27.50;31.00;0.00;18.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.00;0.50;0.00;14.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;43;2012;21.11;31.16;39.70;0.00;1.51;6.03;0.00;0.00;0.00;0.00;0.00;0.00;7.04;6.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;44;2012;8.08;19.19;59.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;1;2012;1.03;34.54;25.26;0.00;0.00;1.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;2;2012;10.77;23.08;62.05;0.00;4.10;5.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;3;2012;8.59;58.08;22.73;0.00;2.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.52;0.00;5.05;0.00;0.00;0.00;0.00;0.00;999
East Tektite;4;2012;0.00;33.85;55.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;5;2012;7.73;20.10;57.73;0.00;6.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;6;2012;0.00;10.82;88.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;7;2012;0.00;26.26;42.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;8;2012;1.00;8.50;89.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;9;2012;1.02;25.38;73.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.51;0.00;0.51;0.00;0.00;0.00;0.00;0.00;999
East Tektite;10;2012;0.51;18.18;81.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;11;2012;15.00;34.00;38.00;0.50;7.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.00;0.00;4.50;0.00;2.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;12;2012;8.67;37.76;43.88;0.00;4.59;0.00;1.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.53;0.00;1.02;0.00;0.00;0.00;0.00;0.00;999
East Tektite;13;2012;1.55;54.12;30.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;1.03;0.00;0.00;0.00;0.00;0.00;999
East Tektite;14;2012;2.07;30.05;56.48;0.00;0.52;0.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;15;2012;0.51;43.37;55.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;16;2012;2.63;62.11;33.68;0.00;0.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.53;0.00;1.58;0.00;0.00;0.00;0.00;0.00;999
East Tektite;17;2012;0.52;45.55;45.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;18;2012;8.85;26.04;45.83;0.00;0.00;1.04;0.00;0.00;0.00;0.00;0.00;0.00;5.73;0.00;0.00;0.52;0.00;1.56;0.00;0.00;0.00;0.00;0.00;999
East Tektite;19;2012;0.00;3.03;96.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;20;2012;1.52;55.84;37.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.02;0.00;0.51;0.00;0.00;0.00;0.00;0.00;999
East Tektite;21;2012;0.00;28.14;71.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;22;2012;0.00;24.62;72.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;23;2012;0.00;12.12;87.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;24;2012;6.03;36.18;51.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.01;0.00;0.00;0.50;0.00;4.52;0.00;0.00;0.00;0.00;0.00;999
East Tektite;25;2012;9.55;31.66;51.76;0.00;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.53;0.00;2.01;0.00;0.00;0.00;0.00;0.00;999
East Tektite;26;2012;0.00;6.00;93.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;27;2012;1.00;19.00;80.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;28;2012;3.52;32.66;42.21;0.00;0.00;2.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.01;0.00;0.50;0.00;0.00;0.00;0.00;0.00;999
East Tektite;29;2012;10.61;45.96;37.37;0.00;0.00;2.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.05;0.00;3.03;0.00;0.00;0.00;0.00;0.00;999
East Tektite;30;2012;9.00;41.00;40.50;3.00;1.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;0.00;0.50;0.00;0.00;0.00;0.00;0.00;999
East Tektite;31;2012;3.00;58.50;33.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;32;2012;1.01;38.38;55.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;33;2012;4.02;46.23;45.73;3.02;0.00;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;34;2012;6.50;16.50;61.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.00;1.00;4.00;0.00;0.00;0.00;0.00;999
East Tektite;35;2012;12.69;32.49;34.52;0.00;5.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.52;0.00;0.00;5.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;36;2012;0.51;13.71;84.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;37;2012;2.12;40.74;48.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.53;0.00;1.59;0.00;0.00;0.00;0.00;0.00;999
East Tektite;38;2012;2.00;56.00;42.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;39;2012;10.55;41.21;44.72;0.00;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.02;0.00;6.03;0.00;0.50;0.00;0.00;0.00;0.00;0.00;999
East Tektite;40;2012;8.67;56.12;31.12;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.00;0.00;4.59;0.00;1.02;0.00;0.00;0.00;0.00;0.00;999
East Tektite;41;2012;8.21;56.41;28.21;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.03;0.00;0.00;0.00;0.00;6.67;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;1;2012;0.00;13.78;37.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;2;2012;0.00;22.00;57.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;3;2012;2.00;14.50;45.00;0.00;0.00;0.00;0.00;0.50;1.50;1.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;4;2012;0.00;4.64;44.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;5;2012;2.01;31.66;65.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.01;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;6;2012;4.00;33.00;62.00;0.00;0.00;0.00;0.00;0.50;1.50;1.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;7;2012;0.50;20.10;21.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.00;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;8;2012;2.00;19.50;59.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;9;2012;0.00;9.00;88.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;10;2012;1.01;30.15;26.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.01;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;11;2012;2.00;25.00;72.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.00;0.50;0.00;1.50;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;12;2012;3.54;18.18;66.16;0.00;0.00;0.00;0.00;0.00;0.51;0.51;0.00;0.00;0.00;2.53;0.00;2.53;0.00;0.51;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;13;2012;2.04;17.35;74.49;0.00;0.00;0.00;0.00;1.53;0.51;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;14;2012;0.00;19.50;76.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;15;2012;0.00;5.50;93.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;16;2012;0.50;11.00;88.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.00;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
